Subject,Accuracy,Time of Day,Treatment Condition
85,1,Night,Control
85,1,Night,Treatment
85,1,Night,Treatment
85,1,Night,Treatment
85,1,Night,Treatment
85,1,Night,Control
85,1,Night,Control
85,1,Night,Control
85,1,Night,Control
85,1,Night,Treatment
85,1,Night,Treatment
85,1,Night,Treatment
85,1,Night,Control
85,1,Night,Treatment
85,1,Night,Control
85,1,Night,Control
85,1,Night,Control
85,0,Night,Control
86,1,Morning,Control
86,1,Morning,Treatment
86,1,Morning,Control
86,0,Morning,Control
86,1,Morning,Treatment
86,1,Morning,Treatment
86,1,Morning,Treatment
86,1,Morning,Treatment
86,1,Morning,Treatment
86,1,Morning,Control
86,1,Morning,Treatment
86,1,Morning,Control
86,1,Morning,Treatment
86,1,Morning,Control
86,1,Morning,Control
86,1,Morning,Control
86,1,Morning,Control
86,0,Morning,Treatment
86,1,Morning,Control
86,1,Morning,Control
86,1,Morning,Control
86,1,Morning,Control
86,1,Morning,Control
86,1,Morning,Treatment
86,0,Morning,Treatment
86,1,Morning,Treatment
86,1,Morning,Treatment
86,0,Morning,Treatment
86,1,Morning,Control
86,1,Morning,Treatment
86,1,Morning,Treatment
86,1,Morning,Control
86,1,Morning,Control
86,1,Morning,Control
86,1,Morning,Treatment
86,1,Morning,Control
86,1,Morning,Treatment
86,0,Morning,Treatment
86,1,Morning,Treatment
86,1,Morning,Control
86,1,Morning,Treatment
86,1,Morning,Control
86,1,Morning,Control
86,1,Morning,Control
86,1,Morning,Control
86,1,Morning,Treatment
86,1,Morning,Treatment
86,0,Morning,Control
86,1,Morning,Treatment
86,1,Morning,Treatment
86,1,Morning,Treatment
86,1,Morning,Control
86,1,Morning,Treatment
86,1,Morning,Control
86,1,Morning,Treatment
86,0,Morning,Treatment
86,1,Morning,Control
86,1,Morning,Control
86,1,Morning,Control
86,1,Morning,Control
86,1,Morning,Treatment
86,1,Morning,Treatment
86,1,Morning,Treatment
86,1,Morning,Control
86,0,Night,Control
86,1,Night,Control
86,1,Night,Treatment
86,1,Night,Treatment
86,1,Night,Control
86,1,Night,Treatment
86,1,Night,Control
86,1,Night,Control
86,1,Night,Control
86,1,Night,Control
86,0,Night,Control
86,1,Night,Control
86,0,Night,Control
86,1,Night,Control
86,1,Night,Treatment
86,1,Night,Control
86,1,Night,Treatment
86,1,Night,Control
86,1,Night,Control
86,1,Night,Treatment
86,1,Night,Treatment
86,1,Night,Treatment
86,0,Night,Treatment
86,1,Night,Control
86,1,Night,Control
86,1,Night,Treatment
86,1,Night,Treatment
86,1,Night,Control
86,1,Night,Treatment
86,1,Night,Control
86,1,Night,Treatment
86,1,Night,Control
86,1,Night,Treatment
86,1,Night,Control
86,1,Night,Treatment
86,1,Night,Treatment
86,1,Night,Treatment
86,1,Night,Treatment
86,1,Night,Control
86,1,Night,Control
86,1,Night,Treatment
86,1,Night,Control
86,0,Night,Control
86,1,Night,Treatment
86,1,Night,Treatment
86,1,Night,Treatment
86,1,Night,Control
86,1,Night,Control
86,1,Night,Treatment
86,1,Night,Control
86,1,Night,Control
86,1,Night,Treatment
86,1,Night,Treatment
86,1,Night,Treatment
86,1,Night,Treatment
86,1,Night,Control
86,1,Night,Treatment
86,1,Night,Control
86,1,Night,Control
86,1,Night,Treatment
86,1,Night,Treatment
86,1,Night,Control
86,1,Night,Treatment
86,1,Night,Treatment
87,1,Morning,Treatment
87,1,Morning,Treatment
87,1,Morning,Control
87,1,Morning,Control
87,0,Morning,Control
87,1,Morning,Treatment
87,1,Morning,Control
87,1,Morning,Control
87,0,Morning,Control
87,1,Morning,Treatment
87,1,Morning,Control
87,0,Morning,Control
87,1,Morning,Treatment
87,1,Morning,Treatment
87,1,Morning,Treatment
87,1,Morning,Treatment
87,1,Morning,Treatment
87,1,Morning,Treatment
87,0,Morning,Treatment
87,1,Morning,Treatment
87,1,Morning,Control
87,1,Morning,Control
87,1,Morning,Treatment
87,1,Morning,Treatment
87,0,Morning,Treatment
87,0,Morning,Control
87,0,Morning,Control
87,0,Morning,Treatment
87,1,Morning,Control
87,1,Morning,Control
87,1,Morning,Treatment
87,0,Morning,Control
87,1,Morning,Control
87,1,Morning,Control
87,1,Morning,Treatment
87,1,Morning,Control
87,1,Morning,Control
87,1,Morning,Control
87,1,Morning,Control
87,1,Morning,Treatment
87,1,Morning,Treatment
87,1,Morning,Control
87,1,Morning,Control
87,1,Morning,Treatment
87,1,Morning,Treatment
87,1,Morning,Control
87,1,Morning,Treatment
87,0,Morning,Treatment
87,1,Morning,Control
87,1,Morning,Treatment
87,1,Morning,Treatment
87,1,Morning,Control
87,1,Morning,Treatment
87,1,Morning,Control
87,1,Morning,Control
87,0,Morning,Treatment
87,1,Morning,Treatment
87,1,Morning,Treatment
87,1,Morning,Treatment
87,1,Morning,Control
87,0,Morning,Control
87,1,Morning,Treatment
87,0,Morning,Control
87,1,Morning,Control
87,1,Night,Treatment
87,0,Night,Treatment
87,1,Night,Treatment
87,0,Night,Control
87,0,Night,Treatment
87,1,Night,Control
87,1,Night,Treatment
87,1,Night,Control
87,0,Night,Control
87,1,Night,Control
87,1,Night,Control
87,1,Night,Control
87,1,Night,Treatment
87,1,Night,Control
87,1,Night,Control
87,1,Night,Control
87,1,Night,Treatment
87,1,Night,Control
87,1,Night,Treatment
87,1,Night,Control
87,1,Night,Treatment
87,1,Night,Treatment
87,1,Night,Treatment
87,1,Night,Treatment
87,1,Night,Control
87,1,Night,Control
87,1,Night,Treatment
87,1,Night,Control
87,1,Night,Control
87,0,Night,Control
87,0,Night,Treatment
87,0,Night,Treatment
87,1,Night,Treatment
87,1,Night,Treatment
87,1,Night,Treatment
87,1,Night,Control
87,1,Night,Treatment
87,0,Night,Control
87,1,Night,Control
87,1,Night,Treatment
87,1,Night,Treatment
87,1,Night,Treatment
87,0,Night,Control
87,0,Night,Control
87,1,Night,Treatment
87,1,Night,Control
87,1,Night,Treatment
87,1,Night,Control
87,0,Night,Treatment
87,0,Night,Control
87,1,Night,Control
87,1,Night,Control
87,1,Night,Control
87,1,Night,Treatment
87,1,Night,Treatment
87,1,Night,Control
87,1,Night,Treatment
87,1,Night,Control
87,0,Night,Treatment
87,0,Night,Treatment
87,1,Night,Treatment
87,1,Night,Control
87,1,Night,Treatment
87,0,Night,Control
88,1,Morning,Control
88,1,Morning,Control
88,1,Morning,Treatment
88,1,Morning,Treatment
88,1,Morning,Treatment
88,0,Morning,Control
88,1,Morning,Treatment
88,1,Morning,Control
88,1,Morning,Treatment
88,1,Morning,Control
88,1,Morning,Control
88,1,Morning,Treatment
88,0,Morning,Control
88,1,Morning,Control
88,1,Morning,Treatment
88,1,Morning,Control
88,1,Morning,Control
88,1,Morning,Treatment
88,1,Morning,Treatment
88,1,Morning,Treatment
88,0,Morning,Control
88,1,Morning,Control
88,1,Morning,Control
88,1,Morning,Treatment
88,1,Morning,Control
88,1,Morning,Treatment
88,1,Morning,Treatment
88,1,Morning,Treatment
88,1,Morning,Treatment
88,1,Morning,Treatment
88,1,Morning,Treatment
88,1,Morning,Treatment
88,1,Morning,Treatment
88,1,Morning,Treatment
88,1,Morning,Treatment
88,1,Morning,Treatment
88,1,Morning,Treatment
88,1,Morning,Treatment
88,0,Morning,Control
88,1,Morning,Control
88,1,Morning,Control
88,1,Morning,Treatment
88,1,Morning,Control
88,1,Morning,Control
88,1,Morning,Control
88,1,Morning,Control
88,1,Morning,Control
88,1,Morning,Control
88,1,Morning,Control
88,1,Morning,Treatment
88,1,Morning,Control
88,1,Morning,Control
88,1,Morning,Treatment
88,1,Morning,Treatment
88,1,Morning,Control
88,1,Morning,Control
88,1,Morning,Treatment
88,1,Morning,Control
88,1,Morning,Treatment
88,1,Morning,Treatment
88,1,Morning,Control
88,1,Morning,Control
88,1,Morning,Control
88,1,Morning,Treatment
88,1,Night,Treatment
88,1,Night,Treatment
88,1,Night,Control
88,1,Night,Treatment
88,1,Night,Control
88,1,Night,Control
88,1,Night,Control
88,1,Night,Control
88,1,Night,Treatment
88,1,Night,Control
88,1,Night,Control
88,1,Night,Treatment
88,0,Night,Control
88,1,Night,Control
88,1,Night,Control
88,1,Night,Control
88,1,Night,Control
88,1,Night,Control
88,1,Night,Control
88,1,Night,Treatment
88,1,Night,Treatment
88,0,Night,Treatment
88,1,Night,Control
88,1,Night,Treatment
88,1,Night,Treatment
88,1,Night,Treatment
88,1,Night,Control
88,1,Night,Treatment
88,1,Night,Treatment
88,1,Night,Treatment
88,1,Night,Treatment
88,1,Night,Control
88,1,Night,Control
88,1,Night,Control
88,1,Night,Treatment
88,1,Night,Treatment
88,1,Night,Control
88,1,Night,Treatment
88,1,Night,Control
88,1,Night,Control
88,1,Night,Treatment
88,1,Night,Treatment
88,1,Night,Treatment
88,1,Night,Control
88,1,Night,Control
88,1,Night,Control
88,1,Night,Treatment
88,1,Night,Treatment
88,1,Night,Control
88,1,Night,Treatment
88,1,Night,Treatment
88,1,Night,Treatment
88,1,Night,Treatment
88,1,Night,Control
88,1,Night,Control
88,1,Night,Treatment
88,0,Night,Treatment
88,1,Night,Control
88,1,Night,Control
88,1,Night,Treatment
88,1,Night,Control
88,1,Night,Treatment
88,1,Night,Treatment
88,1,Night,Control
89,1,Morning,Treatment
89,1,Morning,Control
89,0,Morning,Treatment
89,1,Morning,Treatment
89,0,Morning,Control
89,1,Morning,Control
89,1,Morning,Control
89,1,Morning,Control
89,1,Morning,Treatment
89,1,Morning,Control
89,1,Morning,Control
89,1,Morning,Treatment
89,1,Morning,Control
89,1,Morning,Treatment
89,1,Morning,Treatment
89,1,Morning,Treatment
89,1,Morning,Treatment
89,1,Morning,Control
89,1,Morning,Treatment
89,1,Morning,Control
89,0,Morning,Control
89,0,Morning,Control
89,1,Morning,Control
89,1,Morning,Treatment
89,1,Morning,Control
89,1,Morning,Treatment
89,1,Morning,Treatment
89,1,Morning,Treatment
89,0,Morning,Treatment
89,0,Morning,Control
89,1,Morning,Treatment
89,1,Morning,Control
89,1,Morning,Treatment
89,1,Morning,Treatment
89,1,Morning,Control
89,1,Morning,Control
89,1,Morning,Control
89,1,Morning,Treatment
89,1,Morning,Control
89,1,Morning,Treatment
89,1,Morning,Control
89,1,Morning,Control
89,0,Morning,Control
89,1,Morning,Treatment
89,1,Morning,Control
89,1,Morning,Treatment
89,1,Morning,Treatment
89,1,Morning,Control
89,1,Morning,Treatment
89,1,Morning,Treatment
89,1,Morning,Treatment
89,0,Morning,Control
89,1,Morning,Treatment
89,1,Morning,Treatment
89,1,Morning,Control
89,0,Morning,Control
89,1,Morning,Treatment
89,1,Morning,Treatment
89,1,Morning,Control
89,0,Morning,Treatment
89,1,Morning,Control
89,1,Morning,Control
89,1,Morning,Treatment
89,1,Morning,Control
89,1,Night,Treatment
89,0,Night,Control
89,0,Night,Control
89,0,Night,Control
89,0,Night,Treatment
89,0,Night,Control
89,1,Night,Control
89,1,Night,Control
89,0,Night,Treatment
89,0,Night,Control
89,1,Night,Treatment
89,0,Night,Treatment
89,1,Night,Control
89,1,Night,Treatment
89,1,Night,Treatment
89,1,Night,Treatment
89,0,Night,Control
89,1,Night,Treatment
89,0,Night,Treatment
89,1,Night,Control
89,1,Night,Control
89,1,Night,Control
89,1,Night,Control
89,1,Night,Control
89,1,Night,Control
89,1,Night,Treatment
89,1,Night,Treatment
89,1,Night,Control
89,1,Night,Treatment
89,1,Night,Control
89,1,Night,Treatment
89,1,Night,Treatment
89,1,Night,Control
89,1,Night,Control
89,1,Night,Treatment
89,1,Night,Control
89,1,Night,Control
89,1,Night,Control
89,1,Night,Control
89,1,Night,Treatment
89,1,Night,Treatment
89,1,Night,Treatment
89,1,Night,Control
89,1,Night,Treatment
89,1,Night,Control
89,1,Night,Control
89,1,Night,Treatment
89,0,Night,Control
89,1,Night,Treatment
89,1,Night,Treatment
89,1,Night,Treatment
89,1,Night,Treatment
89,1,Night,Treatment
89,1,Night,Treatment
89,1,Night,Control
89,1,Night,Control
89,1,Night,Treatment
89,1,Night,Control
89,1,Night,Treatment
89,1,Night,Treatment
89,1,Night,Control
89,1,Night,Treatment
89,1,Night,Treatment
89,1,Night,Control
90,1,Morning,Control
90,0,Morning,Control
90,1,Morning,Control
90,1,Morning,Control
90,0,Morning,Control
90,0,Morning,Control
90,1,Morning,Control
90,1,Morning,Treatment
90,1,Morning,Treatment
90,1,Morning,Treatment
90,1,Morning,Treatment
90,1,Morning,Control
90,1,Morning,Control
90,1,Morning,Treatment
90,1,Morning,Treatment
90,1,Morning,Control
90,1,Morning,Treatment
90,1,Morning,Control
90,1,Morning,Treatment
90,1,Morning,Treatment
90,1,Morning,Control
90,0,Morning,Control
90,1,Morning,Treatment
90,1,Morning,Treatment
90,1,Morning,Treatment
90,1,Morning,Treatment
90,1,Morning,Treatment
90,1,Morning,Control
90,1,Morning,Treatment
90,1,Morning,Treatment
90,1,Morning,Control
90,1,Morning,Treatment
90,1,Morning,Control
90,1,Morning,Control
90,1,Morning,Control
90,1,Morning,Treatment
90,1,Morning,Treatment
90,1,Morning,Treatment
90,0,Morning,Control
90,1,Morning,Treatment
90,1,Morning,Control
90,0,Morning,Control
90,1,Morning,Treatment
90,1,Morning,Control
90,1,Morning,Control
90,1,Morning,Control
90,1,Morning,Treatment
90,1,Morning,Control
90,1,Morning,Control
90,1,Morning,Treatment
90,1,Morning,Treatment
90,0,Morning,Treatment
90,1,Morning,Control
90,1,Morning,Control
90,1,Morning,Control
90,1,Morning,Control
90,1,Morning,Treatment
90,1,Morning,Control
90,1,Morning,Treatment
90,1,Morning,Treatment
90,1,Morning,Treatment
90,0,Morning,Control
90,1,Morning,Treatment
90,1,Morning,Treatment
90,1,Night,Treatment
90,1,Night,Treatment
90,1,Night,Control
90,1,Night,Control
90,1,Night,Treatment
90,1,Night,Treatment
90,1,Night,Treatment
90,0,Night,Treatment
90,1,Night,Treatment
90,1,Night,Control
90,1,Night,Control
90,1,Night,Control
90,1,Night,Treatment
90,1,Night,Control
90,1,Night,Treatment
90,1,Night,Control
90,1,Night,Treatment
90,1,Night,Control
90,1,Night,Control
90,1,Night,Treatment
90,1,Night,Treatment
90,1,Night,Control
90,1,Night,Control
90,1,Night,Treatment
90,1,Night,Treatment
90,1,Night,Control
90,1,Night,Control
90,1,Night,Treatment
90,1,Night,Treatment
90,1,Night,Control
90,1,Night,Control
90,1,Night,Control
90,1,Night,Control
90,1,Night,Treatment
90,1,Night,Treatment
90,1,Night,Treatment
90,1,Night,Treatment
90,1,Night,Control
90,1,Night,Treatment
90,1,Night,Treatment
90,1,Night,Control
90,1,Night,Treatment
90,1,Night,Treatment
90,1,Night,Control
90,1,Night,Control
90,1,Night,Treatment
90,1,Night,Control
90,1,Night,Treatment
90,1,Night,Treatment
90,1,Night,Control
90,1,Night,Treatment
90,1,Night,Control
90,1,Night,Treatment
90,1,Night,Control
90,1,Night,Control
90,1,Night,Control
90,1,Night,Control
90,1,Night,Control
90,1,Night,Treatment
90,1,Night,Treatment
90,1,Night,Control
90,1,Night,Control
90,1,Night,Control
90,1,Night,Treatment
91,1,Morning,Control
91,1,Morning,Treatment
91,1,Morning,Control
91,0,Morning,Treatment
91,1,Morning,Treatment
91,1,Morning,Control
91,1,Morning,Control
91,1,Morning,Treatment
91,1,Morning,Control
91,1,Morning,Control
91,1,Morning,Treatment
91,1,Morning,Control
91,1,Morning,Treatment
91,1,Morning,Treatment
91,1,Morning,Control
91,1,Morning,Treatment
91,1,Morning,Control
91,0,Morning,Control
91,1,Morning,Control
91,0,Morning,Control
91,1,Morning,Control
91,1,Morning,Treatment
91,1,Morning,Treatment
91,1,Morning,Treatment
91,1,Morning,Control
91,1,Morning,Treatment
91,1,Morning,Control
91,1,Morning,Treatment
91,1,Morning,Control
91,1,Morning,Treatment
91,1,Morning,Treatment
91,1,Morning,Treatment
91,1,Morning,Control
91,1,Morning,Treatment
91,1,Morning,Control
91,1,Morning,Treatment
91,1,Morning,Control
91,1,Morning,Treatment
91,1,Morning,Control
91,1,Morning,Treatment
91,1,Morning,Treatment
91,1,Morning,Treatment
91,1,Morning,Treatment
91,1,Morning,Treatment
91,1,Morning,Control
91,1,Morning,Control
91,1,Morning,Control
91,1,Morning,Treatment
91,1,Morning,Control
91,1,Morning,Control
91,1,Morning,Control
91,1,Morning,Treatment
91,1,Morning,Control
91,1,Morning,Treatment
91,1,Morning,Treatment
91,1,Morning,Treatment
91,0,Morning,Control
91,1,Morning,Control
91,0,Morning,Treatment
91,1,Morning,Control
91,1,Morning,Treatment
91,1,Morning,Treatment
91,1,Morning,Control
91,1,Morning,Control
91,1,Night,Control
91,0,Night,Treatment
91,1,Night,Treatment
91,1,Night,Treatment
91,1,Night,Treatment
91,1,Night,Control
91,1,Night,Control
91,1,Night,Control
91,1,Night,Treatment
91,1,Night,Treatment
91,1,Night,Treatment
91,1,Night,Control
91,1,Night,Treatment
91,1,Night,Treatment
91,1,Night,Control
91,1,Night,Treatment
91,1,Night,Control
91,1,Night,Control
91,1,Night,Treatment
91,1,Night,Treatment
91,1,Night,Treatment
91,1,Night,Control
91,1,Night,Treatment
91,1,Night,Control
91,0,Night,Treatment
91,1,Night,Treatment
91,1,Night,Treatment
91,1,Night,Treatment
91,1,Night,Control
91,1,Night,Treatment
91,1,Night,Control
91,1,Night,Control
91,1,Night,Control
91,1,Night,Treatment
91,1,Night,Treatment
91,1,Night,Control
91,1,Night,Control
91,1,Night,Treatment
91,1,Night,Control
91,1,Night,Control
91,1,Night,Treatment
91,1,Night,Control
91,1,Night,Treatment
91,1,Night,Treatment
91,1,Night,Control
91,1,Night,Control
91,0,Night,Control
91,1,Night,Treatment
91,1,Night,Treatment
91,1,Night,Treatment
91,1,Night,Control
91,1,Night,Control
91,1,Night,Treatment
91,1,Night,Treatment
91,1,Night,Control
91,1,Night,Control
91,1,Night,Treatment
91,1,Night,Control
91,1,Night,Treatment
91,1,Night,Control
91,1,Night,Control
91,1,Night,Control
91,1,Night,Control
91,1,Night,Control
92,1,Morning,Control
92,1,Morning,Treatment
92,1,Morning,Control
92,1,Morning,Control
92,1,Morning,Treatment
92,1,Morning,Treatment
92,1,Morning,Treatment
92,1,Morning,Treatment
92,1,Morning,Control
92,1,Morning,Control
92,1,Morning,Control
92,1,Morning,Control
92,1,Morning,Treatment
92,1,Morning,Control
92,1,Morning,Control
92,1,Morning,Treatment
92,1,Morning,Control
92,1,Morning,Treatment
92,1,Morning,Treatment
92,1,Morning,Control
92,1,Morning,Control
92,1,Morning,Treatment
92,1,Morning,Treatment
92,1,Morning,Control
92,1,Morning,Treatment
92,1,Morning,Treatment
92,1,Morning,Treatment
92,1,Morning,Treatment
92,0,Morning,Control
92,1,Morning,Control
92,1,Morning,Treatment
92,1,Morning,Treatment
92,1,Morning,Treatment
92,1,Morning,Control
92,1,Morning,Control
92,1,Morning,Treatment
92,1,Morning,Treatment
92,1,Morning,Treatment
92,1,Morning,Treatment
92,1,Morning,Treatment
92,1,Morning,Control
92,1,Morning,Control
92,1,Morning,Control
92,1,Morning,Treatment
